Date,Expiry,Option type,Strike Price,Open,High,Low,Close,No. of contracts,Open Int,Change in OI,Underlying Value,iv,Date_c,Expiry_c,Strike Price c,Open_c,High_c,Low_c,Close_c,No. of contracts c,Open Int c,Change in OI c,SAME,ATM
13092023,30112023,PE,46000,871.5,970,773.95,786.15,729,8955,5355,45909.45,90.55,13092023,30112023,46000,1004.55,1312.6,1000.35,1270.75,446,3660,3195,0,0
13092023,28122023,PE,42000,220,246.35,201.15,204.35,118,6735,30,45909.45,3909.45,13092023,28122023,42000,-,-,-,3305.25,-,195,-,0,0
13092023,28122023,PE,45000,724.85,748,615.1,625.75,860,33120,-5190,45909.45,909.45,13092023,28122023,45000,1963.8,2350,1918.55,2280.65,129,21435,-135,0,0
13092023,28122023,PE,46500,1270,1340.5,1100,1115.1,66,4500,255,45909.45,590.55,13092023,28122023,46500,1115.05,1324.65,1050.3,1299.35,339,23045,915,0,1
13092023,28032024,PE,42000,-,-,-,1029,-,30,-,45909.45,3909.45,13092023,28032024,42000,-,-,-,5050,-,15,-,0,0
14092023,20092023,PE,45500,128.6,177.75,79.25,87.95,2699389,2008515,384075,46000.85,500.85,14092023,20092023,45500,621,744.6,491,647.7,364971,592320,-104175,0,0
14092023,20092023,PE,45600,143.85,209.9,97.35,107.65,2003008,785985,194280,46000.85,400.85,14092023,20092023,45600,552.75,663.6,424,567,352122,134910,-81150,0,0
14092023,20092023,PE,45700,174,247.2,119.25,131.9,2648264,1113840,340215,46000.85,300.85,14092023,20092023,45700,473.95,587.25,360.1,490.9,738468,254550,-17460,0,0
14092023,20092023,PE,45800,211.4,290,146.8,161.25,3843222,1527840,688335,46000.85,200.85,14092023,20092023,45800,409.95,515,301.2,419.95,2043517,522090,79305,0,0
14092023,20092023,PE,45900,250.1,338,179.25,196.55,4598223,1402215,572520,46000.85,100.85,14092023,20092023,45900,349.35,448,250,355.4,3959283,1014975,250815,0,0
14092023,20092023,PE,46000,338,390,217.5,237.5,6471915,2512065,1566540,46000.85,0.85,14092023,20092023,46000,280.05,385,204.05,296.35,7216818,2959215,1437150,0,1
14092023,20092023,PE,46100,379.25,449.5,263.2,285.15,2919857,668775,546945,46000.85,99.15,14092023,20092023,46100,231.1,329.85,166,243.95,4763176,1767600,1349430,0,0
14092023,20092023,PE,46200,404.25,515.5,315.3,339.7,1681367,328620,244950,46000.85,199.15,14092023,20092023,46200,195.15,278.7,133.6,198.85,3866541,1583955,1072230,0,0
14092023,20092023,PE,46300,468.8,585,373.65,400.2,739552,164370,128085,46000.85,299.15,14092023,20092023,46300,170.9,233.3,106.3,159.45,2693287,996720,480780,0,0
14092023,20092023,PE,46400,534.75,659.95,438.85,467,274560,73650,55575,46000.85,399.15,14092023,20092023,46400,123.8,193.5,84.75,126.5,2373586,653595,393195,0,0
14092023,20092023,PE,46500,599.15,738.75,509.85,539.55,250744,139140,78450,46000.85,499.15,14092023,20092023,46500,96.6,158.7,67.4,98.95,3130267,2187750,1138185,0,0
14092023,28092023,PE,45500,239.9,283.1,184.25,193.1,106880,707820,34350,46000.85,500.85,14092023,28092023,45500,780.15,893.65,662.8,796.15,43375,584640,-11355,0,0
14092023,28092023,PE,45600,244.05,320,211.75,222.8,27282,119670,8745,46000.85,400.85,14092023,28092023,45600,687.75,820.8,600,728.7,9063,141135,-9675,0,0
14092023,28092023,PE,45700,276.4,356.25,239.95,251.5,30961,137025,51765,46000.85,300.85,14092023,28092023,45700,634.9,750,537.55,656.5,17128,78615,-18405,0,0
14092023,28092023,PE,45800,302.05,400,273,286.45,50736,138735,40200,46000.85,200.85,14092023,28092023,45800,579.75,681.45,480.95,593.9,37414,141105,-3360,0,0
14092023,28092023,PE,45900,404.25,445,307.85,323.7,52804,128355,43125,46000.85,100.85,14092023,28092023,45900,522.55,616.45,425,529.45,50923,115485,4590,0,0
14092023,28092023,PE,46000,429.95,491.8,345,361.7,244624,1170885,55305,46000.85,0.85,14092023,28092023,46000,458.9,554.5,370.95,468,244969,1438665,-38505,0,1
14092023,28092023,PE,46100,450.65,546.7,390.4,409.65,45491,88080,51915,46000.85,99.15,14092023,28092023,46100,389.15,495.2,328.3,415.25,71980,185355,120330,0,0
14092023,28092023,PE,46200,478.6,601.7,435,458.5,23982,59145,27975,46000.85,199.15,14092023,28092023,46200,326.2,440,285.85,364.6,56976,185880,35160,0,0
14092023,28092023,PE,46300,587.7,660.7,483.65,511.45,16149,38160,25515,46000.85,299.15,14092023,28092023,46300,301.05,390,248,320.65,31635,117405,10695,0,0
14092023,28092023,PE,46400,600.1,726.2,539.55,571.7,4919,10035,-150,46000.85,399.15,14092023,28092023,46400,273.45,345.45,213.95,277.8,21069,72840,7290,0,0
14092023,28092023,PE,46500,660.6,792.1,596.85,630.3,19808,102225,23550,46000.85,499.15,14092023,28092023,46500,236.3,304.5,184.95,241.2,104660,734955,158700,0,0
14092023,4102023,PE,45500,255,331.8,241.25,249.65,3592,27630,8745,46000.85,500.85,14092023,4102023,45500,941.15,1033.2,818.15,948.9,1389,20955,5220,0,0
14092023,4102023,PE,45600,285,361.9,267.9,274.15,1050,7905,4815,46000.85,400.85,14092023,4102023,45600,917.75,962.9,760,874.45,181,1410,-15,0,0
14092023,4102023,PE,45700,318.1,396.85,295.8,303.75,495,2520,1245,46000.85,300.85,14092023,4102023,45700,839.25,871.9,699.75,803,322,3105,300,0,0
14092023,4102023,PE,45800,370,438.35,324.5,335,1689,8415,-225,46000.85,200.85,14092023,4102023,45800,746.35,805,621.8,739,1032,4470,1320,0,0
14092023,4102023,PE,45900,382.45,480.8,358,372.55,1150,3270,3120,46000.85,100.85,14092023,4102023,45900,662.35,750,576,672.75,1103,4860,2745,0,0
14092023,4102023,PE,46000,450.4,522.2,391,409.35,5502,19530,8685,46000.85,0.85,14092023,4102023,46000,584.55,689.25,514,611.25,3834,14025,6405,0,1
14092023,4102023,PE,46100,458.75,563.45,408.6,450.45,982,3240,2955,46000.85,99.15,14092023,4102023,46100,570.75,624.7,462.05,557.4,1159,4590,4095,0,0
14092023,4102023,PE,46200,607.5,626.85,489.65,496.75,318,2025,2025,46000.85,199.15,14092023,4102023,46200,500,569.95,420.3,502.55,922,4830,3555,0,0
14092023,4102023,PE,46300,646.3,646.3,530,541.35,150,1665,1650,46000.85,299.15,14092023,4102023,46300,413.7,468.9,410,453.05,54,600,600,0,0
14092023,4102023,PE,46400,675.2,695.45,587.25,601.05,73,900,885,46000.85,399.15,14092023,4102023,46400,460,460.85,335.95,406.75,2401,14985,14955,0,0
14092023,11102023,PE,45700,801.1,801.1,375,387.3,106,945,945,46000.85,300.85,14092023,11102023,45700,-,-,-,841.55,-,120,-,0,0
14092023,11102023,PE,46000,479.6,582.8,466.7,479.55,949,9555,8310,46000.85,0.85,14092023,11102023,46000,735.15,788.3,644.5,733.25,154,1245,525,0,1
14092023,11102023,PE,46100,810.8,810.8,536.6,536.6,25,315,315,46000.85,99.15,14092023,11102023,46100,650,744.1,607.35,657,56,915,75,0,0
14092023,26102023,PE,45500,525.25,525.25,414.75,431.9,7409,86070,-2025,46000.85,500.85,14092023,26102023,45500,1295.95,1348,1143.45,1275,3440,64905,-6750,0,0
14092023,26102023,PE,45600,463.45,541.3,448.55,473.7,175,2010,-360,46000.85,400.85,14092023,26102023,45600,1243.95,1243.95,1070.2,1188.65,116,2265,-240,0,0
14092023,26102023,PE,45700,480.75,571.85,475.85,489.65,451,3915,1185,46000.85,300.85,14092023,26102023,45700,1118.5,1160.8,1042,1112.15,98,4395,30,0,0
14092023,26102023,PE,45800,513.95,600.05,509,522.2,430,3855,450,46000.85,200.85,14092023,26102023,45800,1051.3,1124.4,969.8,1059.85,92,1470,-150,0,0
14092023,26102023,PE,45900,549.05,654,543.05,568.9,240,2535,435,46000.85,100.85,14092023,26102023,45900,1026.4,1056.5,913.3,1003.8,373,2580,1110,0,0
14092023,26102023,PE,46000,636,695.05,575.3,601,13012,123975,46380,46000.85,0.85,14092023,26102023,46000,911.05,1010,841.4,943.25,10975,127470,7005,0,1
14092023,26102023,PE,46100,624.15,730.95,615.35,638.9,233,2190,30,46000.85,99.15,14092023,26102023,46100,923.6,929.9,790,890.25,368,2970,2775,0,0
14092023,26102023,PE,46200,678.85,772.9,658,681.15,424,2790,450,46000.85,199.15,14092023,26102023,46200,825.05,885.95,730.15,831.4,461,2430,2430,0,0
14092023,26102023,PE,46300,715.85,810,704.9,718.6,219,2805,1335,46000.85,299.15,14092023,26102023,46300,799.95,820,692.7,775.95,157,2925,135,0,0
14092023,26102023,PE,46400,764.05,846.05,754.25,764.2,143,1755,1095,46000.85,399.15,14092023,26102023,46400,719.95,765.05,630,720.1,149,2145,630,0,0
14092023,26102023,PE,46500,801.15,934,785,816.45,3282,28635,13080,46000.85,499.15,14092023,26102023,46500,670,725,580,673.7,8688,83910,24315,0,0
14092023,30112023,PE,45500,575,640,570,577.05,134,1650,975,46000.85,500.85,14092023,30112023,45500,1694.95,1740,1593,1662.85,124,2985,585,0,0
14092023,30112023,PE,46000,726.05,814.3,720.05,739.65,417,11415,2460,46000.85,0.85,14092023,30112023,46000,1341.75,1370.8,1230,1338.1,205,4680,1020,0,1
14092023,30112023,PE,46500,907.4,1030,907.4,950,24,615,105,46000.85,499.15,14092023,30112023,46500,1020,1173.2,962.15,1063.8,255,4920,1290,0,0
14092023,28122023,PE,42000,197.95,209.85,183,187.65,128,7425,690,46000.85,4000.85,14092023,28122023,42000,-,-,-,3305.25,-,195,-,0,0
14092023,28122023,PE,45000,600.05,639.95,575.2,581.7,361,33495,375,46000.85,1000.85,14092023,28122023,45000,2378.05,2424,2000,2363.45,103,21870,435,0,0
14092023,28122023,PE,46500,1051.05,1249.25,1020.4,1045.8,181,5400,900,46000.85,499.15,14092023,28122023,46500,1353.2,1400.15,1262.75,1357.85,298,23390,345,0,1
14092023,28032024,PE,42000,649.3,649.3,649.3,649.3,10,180,150,46000.85,4000.85,14092023,28032024,42000,-,-,-,5050,-,15,-,0,0
15092023,20092023,PE,45700,105.6,118.35,50.65,59.9,2416746,1343130,229290,46231.5,531.5,15092023,20092023,45700,490.95,697.5,444,606.55,251382,154365,-100185,0,0
15092023,20092023,PE,45800,140,148.3,64.35,75.15,2864107,1555110,27270,46231.5,431.5,15092023,20092023,45800,450,611,391,521,736503,340440,-181650,0,0
15092023,20092023,PE,45900,196.9,196.9,82.55,95.1,3335168,1597095,194880,46231.5,331.5,15092023,20092023,45900,360,531,324.25,443.15,1586858,665685,-349290,0,0
15092023,20092023,PE,46000,197,217.1,104.65,120.95,6904808,3669435,1157370,46231.5,231.5,15092023,20092023,46000,330,455,267.25,369.95,5193023,2220270,-738945,0,0
15092023,20092023,PE,46100,240,295,134.15,154.65,5935274,1498635,829860,46231.5,131.5,15092023,20092023,46100,252,385.55,215.7,302.15,6071705,1138710,-628890,0,0
15092023,20092023,PE,46200,342,342,170.3,194.6,5922613,1642365,1313745,46231.5,31.5,15092023,20092023,46200,202,323.2,171.25,242.85,7667572,2149110,565155,0,1
15092023,20092023,PE,46300,364.3,383.5,214.4,240.75,3077756,767895,603525,46231.5,68.5,15092023,20092023,46300,179.25,265,132.85,191.35,5653424,2089500,1092780,0,0
15092023,20092023,PE,46400,445.7,445.7,265,297.4,1315367,280005,206355,46231.5,168.5,15092023,20092023,46400,145,214.85,102.1,145.35,3901463,1168320,514725,0,0
15092023,20092023,PE,46500,500,548.35,319,359.2,990691,771750,632610,46231.5,268.5,15092023,20092023,46500,125,171.65,76.3,107.95,5062257,3280530,1092780,0,0
15092023,20092023,PE,46600,537.5,600,390,429.2,219371,103245,60900,46231.5,368.5,15092023,20092023,46600,77.3,135.1,58.6,80.5,2903354,1068600,401055,0,0
15092023,20092023,PE,46700,608.55,682.65,465.8,510.3,87615,58635,30690,46231.5,468.5,15092023,20092023,46700,71.95,105.95,44.7,58.6,2458082,993435,382785,0,0
15092023,28092023,PE,45700,217.75,245.25,154.5,169.2,39859,138540,1515,46231.5,531.5,15092023,28092023,45700,679,835.4,641.85,747.35,9775,73440,-5175,0,0
15092023,28092023,PE,45800,250.2,276.65,177.15,193.65,53626,197460,58725,46231.5,431.5,15092023,28092023,45800,571.95,760.3,571.95,674.15,23737,129930,-11175,0,0
15092023,28092023,PE,45900,330,330,204,220.05,36788,140085,11730,46231.5,331.5,15092023,28092023,45900,601.9,690.1,515.3,605.35,22015,85035,-30450,0,0
15092023,28092023,PE,46000,331.5,349.9,233.3,252.65,236801,1325550,154665,46231.5,231.5,15092023,28092023,46000,497.45,621,451.55,538.4,192128,1335240,-103425,0,0
15092023,28092023,PE,46100,371.5,396,271.25,293.8,77412,144090,56010,46231.5,131.5,15092023,28092023,46100,464.1,555.95,400,477.45,82463,117450,-67905,0,0
15092023,28092023,PE,46200,400,445.45,310.1,336,92296,156795,97650,46231.5,31.5,15092023,28092023,46200,370.05,496.1,350.05,419.45,114598,237390,51510,0,1
15092023,28092023,PE,46300,504.95,505.1,355,377.1,56648,125295,87135,46231.5,68.5,15092023,28092023,46300,326.8,439.4,306,367.95,80195,174330,56925,0,0
15092023,28092023,PE,46400,517.8,555,402.8,433.75,18026,48165,38130,46231.5,168.5,15092023,28092023,46400,295.4,386.4,263.9,315.75,70610,137910,65070,0,0
15092023,28092023,PE,46500,583,616,454.9,485.85,51016,138885,36660,46231.5,268.5,15092023,28092023,46500,250,338.25,227.4,273.65,151631,803220,68265,0,0
15092023,28092023,PE,46600,640.15,680.5,515,545.75,8743,12345,7125,46231.5,368.5,15092023,28092023,46600,229.3,292,194,230,26980,88620,34095,0,0
15092023,28092023,PE,46700,707.6,753.75,577.15,613,3203,9705,3900,46231.5,468.5,15092023,28092023,46700,194.85,254,164.15,195.85,31381,124080,29910,0,0
15092023,4102023,PE,45700,288.2,295,223,234.6,603,3450,930,46231.5,531.5,15092023,4102023,45700,845.15,984.15,804.05,915.35,290,2505,-600,0,0
15092023,4102023,PE,45800,332.6,332.6,246.15,257.3,2706,12825,4410,46231.5,431.5,15092023,4102023,45800,800,909.85,740,830.6,634,3555,-915,0,0
15092023,4102023,PE,45900,372.55,372.55,275,293.15,1364,6495,3225,46231.5,331.5,15092023,4102023,45900,712.3,838.3,674,763.15,688,3345,-1515,0,0
15092023,4102023,PE,46000,400,400,302.75,323.8,10139,50265,30735,46231.5,231.5,15092023,4102023,46000,655.95,763.15,605.35,703.3,6503,29910,15885,0,0
15092023,4102023,PE,46100,427.7,443.45,336,358.65,2165,8205,4965,46231.5,131.5,15092023,4102023,46100,600,702.7,550.15,625.6,2258,4920,330,0,0
15092023,4102023,PE,46200,468,482.7,374.5,391.6,3632,11535,9510,46231.5,31.5,15092023,4102023,46200,527.85,645.1,491.45,564.2,3029,11100,6270,0,1
15092023,4102023,PE,46300,550.95,550.95,413.75,438.35,1756,4860,3195,46231.5,68.5,15092023,4102023,46300,508.85,580.05,446.85,512.3,1140,3900,3300,0,0
15092023,4102023,PE,46400,572.85,581.15,458.95,478.85,629,3915,3015,46231.5,168.5,15092023,4102023,46400,431.45,525,397.6,460.85,1886,15480,495,0,0
15092023,4102023,PE,46500,625.15,640.35,505,534.15,2930,15810,14610,46231.5,268.5,15092023,4102023,46500,390,470,350,407.35,1627,4260,4260,0,0
15092023,4102023,PE,46600,678.6,695.9,565.85,589,300,1815,1260,46231.5,368.5,15092023,4102023,46600,350,420,311.75,363.95,2151,8475,2550,0,0
15092023,11102023,PE,45700,379.15,379.15,290,309.8,129,855,-90,46231.5,531.5,15092023,11102023,45700,892.9,1040.65,892.9,1020,7,165,45,0,0
15092023,11102023,PE,46000,451.25,476.55,376.5,391.15,644,11595,2040,46231.5,231.5,15092023,11102023,46000,754.85,882.25,736.85,821.75,433,4695,3450,0,0
15092023,11102023,PE,46100,482.85,512.9,414.65,417.75,241,2625,2310,46231.5,131.5,15092023,11102023,46100,706.3,803.2,659,736.9,133,600,-315,0,0
15092023,11102023,PE,46200,659.95,659.95,455.65,467.75,153,1425,1425,46231.5,31.5,15092023,11102023,46200,712.1,732.25,653.05,698.45,191,570,570,0,1
15092023,18102023,PE,46000,594.05,594.1,440.45,461.85,17,180,180,46231.5,231.5,15092023,18102023,46000,955,968.75,912.15,912.15,11,150,150,0,0
15092023,26102023,PE,45700,489.65,489.65,398.95,408.3,276,4500,585,46231.5,531.5,15092023,26102023,45700,1266.3,1283.65,1143.1,1238.6,129,3915,-480,0,0
15092023,26102023,PE,45800,494.95,517.75,429.05,446.65,785,8625,4770,46231.5,431.5,15092023,26102023,45800,1076.85,1208.65,1070.85,1162,39,1455,-15,0,0
15092023,26102023,PE,45900,537.85,549.55,458,470.65,428,4605,2070,46231.5,331.5,15092023,26102023,45900,1026.55,1142.3,998.2,1102.35,78,2340,-240,0,0
15092023,26102023,PE,46000,561.05,590,491.5,509.65,16571,172080,48105,46231.5,231.5,15092023,26102023,46000,970,1090.1,937.5,1030.2,13963,118470,-9000,0,0
15092023,26102023,PE,46100,620.35,630.95,531.35,547.95,538,3435,1245,46231.5,131.5,15092023,26102023,46100,901.1,1006.05,886.85,953.3,555,3180,210,0,0
15092023,26102023,PE,46200,659.85,664.45,563,581.3,1650,10545,7755,46231.5,31.5,15092023,26102023,46200,853.4,960,828,898.9,545,5235,2805,0,1
15092023,26102023,PE,46300,681.05,706.55,604.4,622,4014,45450,42645,46231.5,68.5,15092023,26102023,46300,776,895.95,768,842.7,293,3375,450,0,0
15092023,26102023,PE,46400,734.05,745.5,652.45,659.45,190,2370,615,46231.5,168.5,15092023,26102023,46400,760.05,830,723.25,798.25,237,2100,-45,0,0
15092023,26102023,PE,46500,784.95,800.1,676,699.85,7366,85185,56550,46231.5,268.5,15092023,26102023,46500,698,790,660.5,733.95,10645,73140,-10770,0,0
15092023,26102023,PE,46600,831,842,733.95,759.6,251,2745,1245,46231.5,368.5,15092023,26102023,46600,634,724.05,618,681.4,315,3240,3015,0,0
15092023,30112023,PE,46000,727,739.65,650,660.05,666,13980,2565,46231.5,231.5,15092023,30112023,46000,1340.45,1500,1320.55,1433.85,337,6870,2190,0,0
15092023,30112023,PE,46500,942,942,833.75,867.5,133,2070,1455,46231.5,268.5,15092023,30112023,46500,1070,1190,1041.05,1142.7,463,7395,2475,0,0
15092023,28122023,PE,42000,192,195,168,170.7,73,7590,165,46231.5,4231.5,15092023,28122023,42000,-,-,-,3305.25,-,195,-,0,0
15092023,28122023,PE,45000,560,598.9,521,541.65,667,35490,1995,46231.5,1231.5,15092023,28122023,45000,2450.35,2543.35,2370,2490,150,22560,690,0,0
15092023,28122023,PE,46500,1030,1043.5,948.65,959.15,443,10455,5055,46231.5,268.5,15092023,28122023,46500,1400,1522.55,1366.05,1454.1,436,25595,2205,0,1
15092023,28032024,PE,42000,-,-,-,649.3,-,180,-,46231.5,4231.5,15092023,28032024,42000,-,-,-,5050,-,15,-,0,0
18092023,20092023,PE,45500,37.75,47.7,13,20.95,2085488,2366415,334590,45979.85,479.85,18092023,20092023,45500,700,770,447.1,535.45,149295,384135,-123360,0,0
18092023,20092023,PE,45600,51.8,60,18.1,31.45,1641863,1514175,482760,45979.85,379.85,18092023,20092023,45600,580.6,673.05,364.9,443.85,113102,105870,-9705,0,0
18092023,20092023,PE,45700,77.25,77.25,26.15,46.6,2270694,1562055,218925,45979.85,279.85,18092023,20092023,45700,536,583.45,287.5,361.1,282173,162990,8625,0,0
18092023,20092023,PE,45800,80,104.15,38.7,68.15,3018764,2265000,709890,45979.85,179.85,18092023,20092023,45800,520,520,220,284.55,917358,495345,154905,0,0
18092023,20092023,PE,45900,115.15,146.95,57.75,100.65,3786252,2068890,471795,45979.85,79.85,18092023,20092023,45900,414.9,414.9,162,213.2,2018768,977040,311355,0,0
18092023,20092023,PE,46000,135,198,84.25,137.45,7882965,3825615,156180,45979.85,20.15,18092023,20092023,46000,340,340,114.25,157.1,6068402,3943710,1723440,0,1
18092023,20092023,PE,46100,134,262.05,115.2,186,7700291,1063050,-435585,45979.85,120.15,18092023,20092023,46100,288.85,288.85,77.8,111.05,7276190,3111795,1973085,0,0
18092023,20092023,PE,46200,198,335,153.4,248.8,6603854,816615,-825750,45979.85,220.15,18092023,20092023,46200,197,222.85,50.75,73.75,7879555,4073865,1924755,0,0
18092023,20092023,PE,46300,309.85,416.85,202.45,318.45,3238337,372630,-395265,45979.85,320.15,18092023,20092023,46300,177.3,177.3,30.85,46.2,5365772,3648870,1559370,0,0
18092023,20092023,PE,46400,349.95,504.9,260.95,398.85,1544145,252825,-27180,45979.85,420.15,18092023,20092023,46400,123.9,123.9,19,28.4,3821769,2235705,1067385,0,0
18092023,20092023,PE,46500,435,596.65,328,487.65,1101042,483750,-288000,45979.85,520.15,18092023,20092023,46500,70,88.7,12,17.45,4368726,3834330,553800,0,0
18092023,28092023,PE,45500,134.75,164.95,114.75,144.75,141970,753240,-23505,45979.85,479.85,18092023,28092023,45500,812.7,908.15,651.1,717.85,34857,485790,-1725,0,0
18092023,28092023,PE,45600,165.4,193.15,133.05,174.25,34527,209385,58710,45979.85,379.85,18092023,28092023,45600,714.4,827.5,585,648.75,7526,122310,-7620,0,0
18092023,28092023,PE,45700,195.85,226.3,155,200.15,38736,164475,25935,45979.85,279.85,18092023,28092023,45700,651.35,750.45,515.65,580.85,9347,71730,-1710,0,0
18092023,28092023,PE,45800,214.95,261.95,178.85,232.05,86388,281520,84060,45979.85,179.85,18092023,28092023,45800,590,677.5,453,505.35,25276,147270,17340,0,0
18092023,28092023,PE,45900,229.5,303.45,207.35,271.65,62138,174735,34650,45979.85,79.85,18092023,28092023,45900,510.05,604,393.1,437.45,30330,124050,39015,0,0
18092023,28092023,PE,46000,281.55,348.6,236.25,311.95,334699,1275210,-50340,45979.85,20.15,18092023,28092023,46000,508,537.2,338.2,386.2,324781,1054845,-280395,0,1
18092023,28092023,PE,46100,350,399.6,275.8,352.45,149903,201480,57390,45979.85,120.15,18092023,28092023,46100,413.5,474.4,290.25,334.85,127088,287235,169785,0,0
18092023,28092023,PE,46200,383.95,454.8,315.3,403.7,137912,229470,72675,45979.85,220.15,18092023,28092023,46200,360,413.95,245.95,284.75,169211,377310,139920,0,0
18092023,28092023,PE,46300,434.7,515,360,463.7,65029,156735,31440,45979.85,320.15,18092023,28092023,46300,300,359.6,206.8,239.95,91170,261285,86955,0,0
18092023,28092023,PE,46400,498.85,581,410.8,525.65,25784,47520,-645,45979.85,420.15,18092023,28092023,46400,260.95,309.5,173.1,200.3,68276,234570,96660,0,0
18092023,28092023,PE,46500,549.95,649,463.45,586,55631,167745,28860,45979.85,520.15,18092023,28092023,46500,235.85,263.75,140.7,163.7,204412,1059945,256725,0,0
18092023,4102023,PE,45500,203.8,236.8,184.45,215.4,5201,39930,9795,45979.85,479.85,18092023,4102023,45500,959.4,1050,814.5,861.5,890,18495,-1920,0,0
18092023,4102023,PE,45600,232.9,265.7,203.8,244.4,1240,6930,-450,45979.85,379.85,18092023,4102023,45600,944.7,944.7,765.45,792.5,120,1770,540,0,0
18092023,4102023,PE,45700,259.95,298.85,226.3,272.4,1338,5145,1695,45979.85,279.85,18092023,4102023,45700,828.5,885.7,671.95,718.5,319,3645,1140,0,0
18092023,4102023,PE,45800,289.75,333.8,250.2,308.95,2071,12405,-420,45979.85,179.85,18092023,4102023,45800,759.15,813.6,616,658,296,4560,1005,0,0
18092023,4102023,PE,45900,320,369.35,278.9,338.05,1963,6900,405,45979.85,79.85,18092023,4102023,45900,684.05,744.4,550.15,586.1,889,5655,2310,0,0
18092023,4102023,PE,46000,374.15,410.75,308.05,375.6,10936,50880,615,45979.85,20.15,18092023,4102023,46000,601.05,679.9,483,527.55,6782,32370,2460,0,1
18092023,4102023,PE,46100,390,453.6,344.35,418.4,4225,7725,-480,45979.85,120.15,18092023,4102023,46100,550,614.2,432.3,473.65,3062,9885,4965,0,0
18092023,4102023,PE,46200,446,504.25,382.8,463.4,4453,12405,870,45979.85,220.15,18092023,4102023,46200,600,600,374.55,412.9,4812,16725,5625,0,0
18092023,4102023,PE,46300,496,555.7,422.25,504.15,1997,5685,825,45979.85,320.15,18092023,4102023,46300,446,517.75,339.85,375.8,3145,20010,16110,0,0
18092023,4102023,PE,46400,533.3,603.05,470.7,564.25,387,3120,-795,45979.85,420.15,18092023,4102023,46400,410,441.1,292.3,316.25,3799,6510,-8970,0,0
18092023,4102023,PE,46500,589.95,665.05,512.9,626.2,2887,27825,12015,45979.85,520.15,18092023,4102023,46500,407.35,407.35,255.2,283.4,4819,22470,18210,0,0
18092023,11102023,PE,45700,325.85,364.25,291.3,340.75,275,1785,930,45979.85,279.85,18092023,11102023,45700,992.4,992.4,882.15,912.05,10,180,15,0,0
18092023,11102023,PE,45900,437.25,437.25,434,435.55,42,300,300,45979.85,79.85,18092023,11102023,45900,808.35,808.35,700,726,19,180,30,0,0
18092023,11102023,PE,46000,422.85,482,380,446,1271,10785,-810,45979.85,20.15,18092023,11102023,46000,760.05,792,619.05,647.1,281,5790,1095,0,1
18092023,11102023,PE,46100,447.5,501.15,417.95,486,194,2445,-180,45979.85,120.15,18092023,11102023,46100,694,718,566.2,594.3,142,1290,690,0,0
18092023,11102023,PE,46200,500,564,449.95,536.45,76,1380,-45,45979.85,220.15,18092023,11102023,46200,630,665.55,529.65,559.95,227,1665,1095,0,0
18092023,18102023,PE,46000,599.9,599.9,485.05,494,4,195,15,45979.85,20.15,18092023,18102023,46000,910,910,729.05,770.7,27,255,105,0,1
18092023,26102023,PE,45500,388.2,400,344.3,384.15,5735,93180,1635,45979.85,479.85,18092023,26102023,45500,1237.55,1357.1,1160.9,1231.5,3942,63900,-3870,0,0
18092023,26102023,PE,45600,403,425.85,369,407.5,361,5415,1365,45979.85,379.85,18092023,26102023,45600,1248.95,1268.9,1096,1133.45,79,1605,-540,0,0
18092023,26102023,PE,45700,439.85,454.65,397.5,442.25,264,5280,780,45979.85,279.85,18092023,26102023,45700,1181.4,1230.05,1054.8,1054.8,47,4140,225,0,0
18092023,26102023,PE,45800,470.55,496.45,420.75,461.2,917,14295,5670,45979.85,179.85,18092023,26102023,45800,1088.35,1120,964.2,1013.6,105,945,-510,0,0
18092023,26102023,PE,45900,504.65,525.05,450.5,507.8,543,7710,3105,45979.85,79.85,18092023,26102023,45900,1040,1070,895.6,930,170,1695,-645,0,0
18092023,26102023,PE,46000,555,573.5,483,540.25,16699,209355,37275,45979.85,20.15,18092023,26102023,46000,938.9,1008,832.15,880.2,14329,137880,19410,0,1
18092023,26102023,PE,46100,578.3,609.95,516,578,1060,6795,3360,45979.85,120.15,18092023,26102023,46100,905.95,938.8,780.1,825.65,596,4860,1680,0,0
18092023,26102023,PE,46200,599.4,650,550.2,620.1,2075,11235,690,45979.85,220.15,18092023,26102023,46200,825.95,882,718.85,771.05,905,6330,1095,0,0
18092023,26102023,PE,46300,666.95,687,588.3,661.45,4947,12255,-33195,45979.85,320.15,18092023,26102023,46300,784.85,828,694.2,720.65,560,7560,4185,0,0
18092023,26102023,PE,46400,708.95,777.15,636,709.15,1140,12315,9945,45979.85,420.15,18092023,26102023,46400,716.85,769,619.8,652.65,295,3315,1215,0,0
18092023,26102023,PE,46500,750,793,660.15,746.3,12659,106905,21720,45979.85,520.15,18092023,26102023,46500,700,715,559,605.55,12136,86940,13800,0,0
18092023,30112023,PE,45500,531.9,560,500,548.8,177,4110,795,45979.85,479.85,18092023,30112023,45500,1713.1,1740,1562.75,1628.6,113,3105,120,0,0
18092023,30112023,PE,46000,703,744.8,660,712.7,852,15960,1980,45979.85,20.15,18092023,30112023,46000,1376.75,1419.6,1233,1286.55,174,6690,-180,0,1
18092023,30112023,PE,46500,870,957.4,833.5,920.2,88,2355,285,45979.85,520.15,18092023,30112023,46500,1127.15,1127.15,962.05,1015.75,587,10740,3345,0,0
